[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.001401s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run ParseTemplate Behavior [ RunTime:0.013845s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013939s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run ContentReplace Behavior [ RunTime:0.000672s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run TokenBuild Behavior [ RunTime:0.001509s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000571s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000775s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003842s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000855s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000946s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001260s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001442s ]
[ 2013-06-03T22:55:00+08:00 ] / | SQL: SHOW COLUMNS FROM `thinklc_article` [ RunTime:0.006711s ]
[ 2013-06-03T22:55:00+08:00 ] / | SQL: SELECT * FROM `thinklc_article` WHERE status = 1  [ RunTime:0.001361s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.002454s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.002563s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: searchkey 2e658b4e477fb88e12382f4634840003.php 第 62 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 66 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: cate 2e658b4e477fb88e12382f4634840003.php 第 70 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: cate 2e658b4e477fb88e12382f4634840003.php 第 70 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: cate 2e658b4e477fb88e12382f4634840003.php 第 70 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 93 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: page 2e658b4e477fb88e12382f4634840003.php 第 101 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: infocount 2e658b4e477fb88e12382f4634840003.php 第 142 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: infocount 2e658b4e477fb88e12382f4634840003.php 第 160 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: page 2e658b4e477fb88e12382f4634840003.php 第 163 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 254 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined variable: havelink 2e658b4e477fb88e12382f4634840003.php 第 261 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [2] Invalid argument supplied for foreach() ShowAboutWidget.class.php 第 9 行.
[ 2013-06-03T22:55:00+08:00 ] / | NOTIC: [8] Undefined index: type ShowAboutWidget.class.php 第 13 行.
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.074681s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.074797s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.001528s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.001479s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000813s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.001090s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005162s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.001684s ]
[ 2013-06-03T22:55:00+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.001791s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --START--
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run CheckRoute Behavior [ RunTime:0.001909s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002062s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000953s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001073s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | NOTIC: [8] Undefined index: uc_enable BaseAction.class.php 第 15 行.
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002483s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002598s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run ParseTemplate Behavior [ RunTime:0.017900s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018010s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run ContentReplace Behavior [ RunTime:0.001097s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run TokenBuild Behavior [ RunTime:0.001196s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001076s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowRuntime Behavior [ RunTime:0.006089s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009756s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.002134s ]
[ 2013-06-03T22:55:00+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.002233s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ route_check ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run CheckRoute Behavior [ RunTime:0.002197s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002354s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000871s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000981s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | SQL: SHOW COLUMNS FROM `thinklc_article` [ RunTime:0.004033s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | SQL: SELECT * FROM `thinklc_article` WHERE id=20 LIMIT 1   [ RunTime:0.002294s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined index: detail ArticleAction.class.php 第 289 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002596s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002718s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined variable: extend_title 1c667617dfdffc28521e2ed0af09cfcf.php 第 7 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined variable: extend_title 1c667617dfdffc28521e2ed0af09cfcf.php 第 41 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined index: areaid 1c667617dfdffc28521e2ed0af09cfcf.php 第 48 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined index: keyword 1c667617dfdffc28521e2ed0af09cfcf.php 第 56 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined index: linkurl 1c667617dfdffc28521e2ed0af09cfcf.php 第 57 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined index: detail 1c667617dfdffc28521e2ed0af09cfcf.php 第 74 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined variable: AREA 1c667617dfdffc28521e2ed0af09cfcf.php 第 90 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined variable: havelink 1c667617dfdffc28521e2ed0af09cfcf.php 第 97 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [2] Invalid argument supplied for foreach() ShowAboutWidget.class.php 第 9 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | NOTIC: [8] Undefined index: type ShowAboutWidget.class.php 第 13 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run ParseTemplate Behavior [ RunTime:0.118991s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.119083s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run ContentReplace Behavior [ RunTime:0.001183s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run TokenBuild Behavior [ RunTime:0.001574s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001066s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run ShowRuntime Behavior [ RunTime:0.001841s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005967s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.001122s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/article/detail/id/20.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.001210s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run CheckRoute Behavior [ RunTime:0.001536s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.001670s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000790s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000884s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | NOTIC: [8] Undefined index: uc_enable BaseAction.class.php 第 15 行.
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001914s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002012s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015259s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015352s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run ContentReplace Behavior [ RunTime:0.000923s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run TokenBuild Behavior [ RunTime:0.000952s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000780s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowRuntime Behavior [ RunTime:0.002376s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005337s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.004252s ]
[ 2013-06-03T22:55:03+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.004357s ]
